	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
1610	-0.1	-0.3	-0.3	2.22E-16	0.5	-0.4	-0.8	-0.2	-0.2	4.44E-16	1	-0.2	-0.1
1611	-1.1	-0.6	-1.2	-0.6	0.6	-0.6	-0.5	-0.3	0	1.1	0.8	1.2	-0.6
1612	-0.7	-1.4	-0.7	-1	0.3	-0.9	-0.7	-0.2	0.5	0.7	1	0.9	-0.5
1613	-0.3	-0.7	-0.5	0.3	0.1	-0.8	-0.7	-0.2	0.6	0.4	0.1	-0.1	-0.5
1614	-0.8	-0.2	-1.2	0.2	0.8	-0.5	-0.4	-0.5	0.1	-0.1	1.8	-0.4	-1.2
1615	-1.7	-1.5	-0.6	-0.9	1.1	-0.8	-0.4	-1.2	2.3	0.5	0.2	1.2	-1.2
1616	-0.7	-0.6	-1	-0.5	0.2	0.6	-0.4	-1.2	0.1	1.5	0.7	1.2	-1.2
1617	-0.6	-1.4	0.3	-1.8	-0.1	-0.5	-0.8	-0.5	0.9	1.7	-0.3	-1.1	-0.4
1618	-1	-1.1	-0.6	-0.4	1.5	-1.2	-0.7	-0.8	0.1	-0.1	0.6	0.4	-0.9
1619	-0.3	-1.3	-0.9	-0.3	0.8	-1.3	-0.7	-0.3	0.1	0.4	0.8	0.9	-1.1
1620	-0.5	-0.4	-0.5	-0.9	0.6	-0.2	-0.3	-0.6	0.1	-0.1	1	1.7	-1.1
1621	-0.4	-1.5	-1.1	-0.8	0.7	-0.2	-0.8	-0.7	0.1	0.6	1	-0.3	-0.8
1622	-0.4	-1	-0.6	-0.1	0.6	-0.5	-0.7	-0.3	0	0.2	0.8	0.4	-0.6
1623	-0.3	0.1	-1.6	0.2	0.4	-0.3	-0.7	0.2	-0.3	-0.1	1.6	-1.7	-1
1624	-1.3	-2	-1.2	-2.9	0.6	-1.7	-0.7	-0.9	0.7	1.7	1.4	0.5	0.4
1625	-0.4	-0.3	-0.9	-0.2	0.5	-0.5	-0.2	-0.3	0	0.4	0.4	-0.1	-4.44E-16
1626	-0.5	-0.8	-0.5	0.2	-0.2	-0.8	-0.7	0	0.5	0.6	0.2	0.2	-0.6
1627	-0.6	-0.9	-0.4	-0.7	0.7	-0.3	-0.8	-0.4	0	0.9	0.5	-0.4	-1.4
1628	-1.3	-1.3	-1.7	-1.3	0.7	-0.5	-0.7	-0.3	0.1	1.2	3.1	0.6	-1.3
1629	-0.6	-1.1	-0.8	-0.2	0.6	-0.5	-0.8	-0.5	0	0.3	1	0.5	-0.7
1630	-0.4	-1.1	-0.5	-0.7	0.9	-0.3	-0.5	-0.6	-0.1	0.2	0.7	0.6	-0.5
1631	-0.5	-1.1	-0.3	-1.2	0.1	-0.7	-0.7	-0.2	1	1.6	-8.88E-16	0.5	-0.7
1632	-1.4	-1	-2.5	-0.3	1	-0.3	-0.7	-0.6	1.3	0.5	2.8	-2.2	0.4
1633	-0.6	-0.8	-0.8	-1	0.4	0	-1.2	-0.4	-0.1	0.5	1.8	1.8	-0.8
1634	-0.6	-0.6	-0.9	-0.1	0.9	-0.3	-0.7	-0.7	0	0.1	0.7	-0.1	-0.2
1635	-0.1	-1	-0.4	-0.5	0.5	-0.2	-0.2	-0.5	-0.6	0.3	1	-0.2	-0.9
1636	-0.3	-0.7	-1.2	-1.1	0.3	-1.1	-0.7	-0.1	0.2	0.5	0.9	-0.1	-0.5
1637	-0.4	-0.4	-0.5	-0.2	-0.1	0.2	-0.8	-0.4	-0.5	0.1	1.5	0.4	-0.5
1638	-0.6	-1.6	-1.2	-0.4	0.6	-0.5	-0.5	-0.6	0.1	0.5	0.9	0.6	-1
1639	-0.2	-0.5	0.1	-0.3	0.4	-0.5	-0.7	-0.2	-0.1	-0.4	0.9	0.4	-0.2
1640	-0.6	-0.8	-0.9	-0.4	1.1	-0.5	-0.8	-1	0	0.3	1.2	8.88E-16	-0.2
1641	-0.4	-1.7	-1.1	-0.6	1.6	0.1	-0.5	-1.3	0	0.1	0.9	0.4	-0.6
1642	-1.3	-1.3	-2.6	-2	1	-0.6	-0.4	-1.5	0.3	1.6	1.6	-0.5	-0.3
1643	-0.7	-0.8	-0.7	-0.2	0.3	-0.3	-0.6	-0.1	-0.1	0.1	0.9	0.8	-0.4
1644	-0.2	-1	-0.7	-0.2	0.8	-0.7	-0.6	-0.5	0	0.2	0.9	0.5	-0.7
1645	-0.4	-0.9	-0.8	0	0.8	-0.6	-0.5	-0.3	0	0.3	0.7	0.2	-0.7
1646	-0.3	-0.6	-0.2	-0.2	0.4	-0.4	-0.7	-0.3	0.3	-0.2	0.8	1.4	-0.8
1647	-0.5	-0.3	-0.9	-0.5	0.4	-0.3	-0.7	-0.2	-0.1	0.7	0.9	0.5	-0.7
1648	-0.3	-0.7	-0.9	0	0.7	-0.8	-0.6	-0.2	0.1	0.1	1	4.44E-16	-4.44E-16
1649	-0.8	-0.8	-8.88E-16	-0.3	0.6	0.1	0	-0.9	0.5	0.5	0.7	0.4	-0.2
1650	-0.4	-0.7	-0.6	-0.5	0.6	-0.4	-0.7	-0.2	-0.3	4.44E-16	1.3	0.5	-0.5
1651	0.3	-1.1	-1.3	-0.5	0.1	0	-0.3	-0.6	-0.1	0.1	1.5	2.8	-1.1
1652	-0.8	0.1	-0.6	-0.1	0.2	-4.44E-16	-0.6	-0.6	-0.2	4.44E-16	0.9	0	-0.4
1653	-0.3	-0.9	-0.6	4.44E-16	0.7	-0.4	-0.6	-0.6	0	0.2	0.5	0.5	-0.6
1654	-0.4	-0.7	-0.7	0.2	0.5	0.1	-1.4	-0.3	-0.2	-0.1	1.1	0.3	-0.8
1655	-0.2	-1.1	-0.4	0.2	0.2	-0.1	-1	-0.3	-0.2	2.22E-16	1.5	0.1	-0.5
1656	-0.7	-0.3	-1	-1.4	1	0.3	-1.6	-1	0.4	1.2	0.3	-0.7	-0.1
1657	-0.4	-0.4	-0.6	-0.7	0.6	1	0.6	-1.6	-1.9	-0.4	2.2	2.2	-0.4
1658	-0.4	-3.2	-0.2	0.6	-0.1	0.5	-1.1	-0.3	0.4	-0.3	0.6	0.6	-0.5
1659	-0.2	-1.1	-0.6	0.3	0.3	-4.44E-16	-1	-0.2	-0.3	-0.1	1.2	0.4	-0.5
1660	-0.2	-1.1	-0.4	0.2	0.8	-4.44E-16	-1.2	-0.4	-0.2	0.1	0.9	-0.7	-0.6
1661	-0.5	-0.8	-0.7	-0.7	0.3	0.2	-1.4	-0.4	0	0	1.6	-0.1	-0.4
1662	-0.5	-0.9	-0.7	0.4	0.2	-0.3	-1.2	-0.4	-0.3	2.22E-16	1.2	0.8	-0.4
1663	-0.3	-1	-0.3	0.3	0.4	-0.1	-1.1	-0.5	-0.2	-0.1	1	-0.1	-0.5
1664	-0.6	-1.4	-1.1	0.2	0.5	0.5	-0.9	-0.7	-0.5	0.8	0.4	0.8	-0.8
1665	0.1	-0.9	-0.4	0.3	0.2	0.1	-1.2	-0.2	-0.2	-0.1	0.8	0.3	-0.7
1666	-0.6	-1.1	-0.8	0.2	0.4	-0.2	-1.4	-0.5	0.2	-0.2	1.1	0.2	-0.6
1667	-0.1	-1.1	-0.2	0.3	0.3	-0.2	-0.9	-0.2	-0.2	-0.3	1.3	-0.1	-0.3
1668	-0.3	-0.9	-0.1	0.4	0.3	-0.1	-1.1	-0.3	-0.3	-0.1	1.1	-0.6	-0.2
1669	-0.2	-1	-8.88E-16	4.44E-16	0.3	-0.2	-0.9	-0.3	-0.1	0.1	1	-0.3	-0.4
1670	-0.1	-1	-0.3	0.4	0.4	-0.1	-0.8	-0.4	-0.2	-0.2	1	-0.6	-0.3
1671	0.2	-1.2	-0.2	-0.6	0.3	-0.3	-1.1	-0.5	-0.4	0.2	1.6	-0.4	-0.7
1672	-0.2	-0.9	-0.3	0.4	0.5	-4.44E-16	-1.3	-0.4	-0.1	-0.3	1.1	-0.2	-0.6
1673	-0.3	-1.1	-0.4	0.3	0.7	-0.3	-1	-0.2	-0.3	-0.1	1.1	0.2	-0.4
1674	-0.1	-1.2	-0.3	0.4	0.4	-0.1	-0.8	-0.5	-0.1	0.1	0.9	-0.1	-0.4
1675	-0.9	-0.8	-1.5	0.2	1.4	-0.6	-1	-0.5	-0.3	-0.2	-0.4	2.2	-1.3
1676	-0.9	-1.2	-0.2	0	1.1	0.3	-1.9	-0.6	-0.2	-0.1	1.2	-0.3	-0.8
1677	-0.6	-1.1	-0.5	0.3	0.4	-0.2	-1	-0.6	-0.2	0.1	1.1	-0.1	-0.6
1678	-0.7	-0.6	-0.1	0.1	0.1	-0.4	-0.8	-0.4	0.1	0.2	0.8	-0.5	-0.3
1679	-0.4	-0.9	-1.4	0.2	0.6	-0.4	-0.9	-0.2	-0.7	0.1	0.4	0.9	-0.6
1680	-0.3	-1.2	-0.3	0.1	0.5	-0.1	-0.9	-0.6	-0.2	-0.2	0.9	0.1	-0.5
1681	-0.5	-0.9	-0.5	0.2	0.6	-0.1	-1.1	-0.3	-0.2	-0.2	0.7	0	-0.6
1682	0	-0.9	-0.1	-0.2	0.3	-0.9	-0.3	-0.1	-0.1	-0.1	1.1	-0.8	-0.5
1683	-0.3	-1.1	-0.3	0.4	0.5	0	-1.2	-0.4	-0.3	-0.2	1.2	0.3	-0.5
1684	-0.3	-0.6	-0.7	0.5	0.5	0.1	-1.4	-0.5	-0.3	0	1	-0.1	-0.6
1685	-0.3	-1.1	-0.4	0.1	0.4	-0.2	-1.1	-0.3	-0.4	-0.1	1.5	-0.1	-0.6
1686	-0.3	-0.9	-0.6	0.3	0.7	-0.2	-0.9	-0.9	-0.3	4.44E-16	1.1	0	-0.6
1687	0.1	-1.3	-0.6	0.2	0.4	1.4	-2.5	0.3	1.4	-1.7	0.8	0.6	-0.9
1688	-0.3	-0.8	-0.7	0.3	0.2	1.4	-1.4	-0.7	-0.5	-0.2	0.8	-0.4	-0.6
1689	-0.4	-1.1	-0.8	-0.1	0.2	0.2	-1.1	-0.1	0	0.5	1.5	-0.6	-0.5
1690	0.1	-1	-0.2	0	0.6	0.1	-0.5	-1.1	1.2	-1.6	0.5	0.3	-0.6
1691	0	-1.2	0.1	-0.7	0.5	-4.44E-16	-0.9	-0.6	-0.2	-0.3	1.3	-0.3	-0.4
1692	-0.2	-0.7	-0.7	-0.1	0.3	0.8	-1.2	-0.5	-0.3	0.1	1.2	-0.2	-0.7
1693	-0.2	1.7	-3.1	0.3	0.5	1.9	-3	-0.3	0	-0.1	0.9	1.3	-1.8
1694	-0.4	0.6	-1.7	0.4	0.5	0.7	-1.9	-0.3	0	-0.1	0.9	0.8	-1.2
1695	-0.3	-1.1	-0.2	0.3	0.2	-0.4	-0.8	-0.2	-0.2	-0.2	1	-0.4	-0.4
1696	0.6	-1	-0.5	-0.6	0.6	0.2	-0.9	-0.7	0.4	-0.2	0.9	-1	-0.5
1697	-0.1	-1.7	-1	0.7	1.3	-0.2	-1.2	-0.7	-0.2	-0.5	1.3	1	-0.4
1698	-0.2	-1.1	-0.6	0.5	0.3	-0.1	-1	-0.5	-0.2	-0.1	1.3	-0.1	-0.3
1699	-2.6	-0.5	-1.2	-0.5	0.2	0.3	-1.1	-0.4	0.6	1.2	0.8	0.6	-1.1
1700	-0.4	3	-4.6	0.5	0.5	3.2	-4.3	-0.2	-0.1	4.44E-16	1	1.7	-2.5
1701	0.1	-1.1	-0.5	0.3	0.4	0.2	-1.2	-0.3	0.3	-0.7	1.1	-0.1	-0.4
1702	-0.3	-0.9	-0.6	0.9	0.3	-0.1	-1.3	-0.5	-0.1	-0.3	1	1	-0.6
1703	-0.1	-1.3	-0.4	0.1	0.6	-0.4	-0.8	-0.2	-0.4	-0.1	1.1	-0.3	-0.4
1704	-0.4	-1	-0.5	0.2	0.3	-0.2	-1	-0.3	0	-0.1	1.1	0	-0.5
1705	0.3	-0.7	-1.3	-0.7	-0.4	0.7	-0.6	-1.3	0.3	4.44E-16	1.5	-2	-0.3
1706	-0.1	-1.5	-0.3	0.2	0.5	-0.1	-1.1	-0.2	-0.3	-0.3	1.1	-0.2	0
1707	0.1	-1.3	-1.1	-0.1	0.2	-4.44E-16	-1.1	-0.5	-0.2	0.1	2	0.6	-0.8
1708	-0.3	-1.2	-0.2	0.3	0.4	-0.2	-0.9	-0.4	-0.2	-0.2	1	-0.1	-0.6
1709	-0.3	-0.9	-0.4	0.3	0.5	-0.2	-1	-0.4	-0.2	-0.1	0.9	0.4	-0.7
1710	-0.8	-0.9	0.1	0.5	0.1	-0.6	-0.8	-0.2	-0.8	-0.3	2	0.4	-0.7
1711	-0.7	-0.8	-1	0.2	0.1	0	-1.1	-4.44E-16	-0.5	0.4	0.9	0.6	-1.6
1712	-0.6	-2.2	0.2	0.2	1.1	-0.2	-1.5	-0.2	-0.3	0.5	0.8	0.4	-0.9
1713	-0.2	-1.1	-0.5	0.5	0.3	-0.2	-1.1	-0.2	-0.2	-0.3	1	-0.1	-0.4
1714	-0.2	0.2	-2	0.1	1.1	0.7	-2.3	-0.3	0.1	-0.2	1.1	0.7	-1.3
1715	-0.3	-0.7	-0.5	0.3	0.4	-0.2	-1.2	-0.3	0.2	4.44E-16	1	0.2	-0.7
1716	-0.3	-1	-0.4	0.4	0.2	0	-0.9	-0.3	0	0	1	-0.2	-0.7
1717	-0.9	-0.9	-0.6	0.2	1.2	-0.1	-1.9	-0.7	-0.2	0.3	1.1	-0.4	-0.8
1718	-0.3	-1.1	-0.7	0.4	0.3	-0.4	-1	-0.3	-0.3	0.6	1.4	-0.6	-0.5
1719	-0.3	-1.1	-0.7	-0.1	0.6	-0.2	-1.2	-0.4	-0.2	-0.1	1.1	0.4	-0.5
1720	-0.1	-1.5	-0.2	0.4	0.7	0.1	-1.4	-0.3	0.2	-0.4	0.6	0.2	-0.3
1721	-0.2	-1.2	-0.1	0.4	0.3	-0.2	-0.9	-0.2	-0.2	-0.3	0.9	-0.7	-0.2
1722	0	-1	-0.3	0.2	0.6	-0.1	-1.2	-0.2	-0.2	4.44E-16	0.8	-0.2	-0.3
1723	-0.5	-1.1	-1.2	0.6	0.5	-0.4	-0.7	-0.7	-0.2	0.5	1	-0.2	-0.6
1724	-0.2	-1.1	-0.2	0.3	0.5	-0.2	-1.1	-0.3	-0.2	4.44E-16	0.9	-0.1	-0.4
1725	0.3	-1.4	-0.3	0.5	0.4	-0.5	-0.6	-0.5	-0.4	0.1	1	-0.2	-0.5
1726	-0.4	-1	0.1	0.2	1	-0.5	-1	-0.5	-0.4	4.44E-16	1	-0.4	-0.4
1727	-0.4	-1.2	-1	0.3	0.7	0.1	-1	-0.7	-0.2	0.1	0.8	0.2	-0.8
1728	-0.3	-1.1	-0.4	-0.2	0.3	-0.1	-1	-0.2	0.1	-0.4	1.5	-0.1	-0.4
1729	-0.4	-1.1	-0.5	0.1	0.4	0.1	-1.3	-0.3	-0.3	-0.1	1.3	0.6	-0.7
1730	-0.3	-1	-0.3	0.1	0.5	-0.2	-1	-0.4	-0.1	-0.2	0.7	-0.1	-0.5
1731	-0.5	-1.3	-0.6	0.3	0.5	-0.5	-1.1	-0.2	-0.1	0.1	0.7	0.2	-0.6
1732	-0.2	-0.9	-0.4	0.2	0.6	-0.2	-1.1	-0.4	-0.2	4.44E-16	1	4.44E-16	-0.7
1733	-0.1	-0.9	-0.5	0.7	0.5	0.5	-2	-0.8	0.1	-0.1	1.1	0.3	-0.9
1734	-0.1	-1.1	-0.4	0.3	0.9	0.2	-1.7	-0.3	-0.3	0.1	0.9	0.1	-0.4
1735	-0.4	-0.5	-1.2	0.3	0.5	0.3	-1.7	-0.4	-0.3	0.4	0.9	0.4	-0.9
1736	-0.4	-1.2	0.1	-0.5	0.5	-4.44E-16	-1.2	-0.2	0.2	0.5	1.1	-0.6	-0.8
1737	-4.44E-16	-0.9	-0.7	0	0.6	-0.5	-0.9	-0.7	0	-0.3	1.3	-0.1	-0.4
1738	0.1	-1.4	-0.2	0.3	0.4	0.1	-1.2	-0.3	0	-0.4	1	4.44E-16	-0.3
1739	-2	-0.6	-0.8	-0.4	-0.4	0	-0.5	-0.3	-0.1	0.3	0.6	0.6	-1.1
1740	-1.6	-0.7	-0.7	0.2	1.4	-0.2	-0.7	-0.9	-0.4	-0.1	0.3	0.2	-1.1
1741	0	-1.4	-0.5	0.1	0.6	-0.1	-1.2	-0.2	-0.2	-0.3	1.2	0.6	-0.3
1742	-0.4	-1.1	-0.7	0.7	0.2	-0.1	-0.9	-0.3	-0.4	-0.4	1.1	4.44E-16	-0.5
1743	-0.4	-0.9	-0.2	0.2	1.2	-0.3	-1.5	-0.4	-0.4	-0.2	1.3	-0.4	-0.7
1744	-0.3	-0.9	-0.1	0.3	0.6	-0.1	-1.2	-0.3	-0.2	0.1	1.1	0.3	-0.4
1745	-0.3	-0.8	-0.2	-0.1	0.2	0.1	-0.9	-0.2	0	-0.6	1.1	4.44E-16	-1.1
1746	0.7	-1.8	-0.5	0.2	0.4	-4.44E-16	-1.3	-0.3	-0.2	0.1	1.4	-0.4	-0.5
1747	-0.2	-1.4	-0.1	0	0.1	-0.3	-0.9	-0.3	-0.3	-0.4	0.7	2	-0.6
1748	-0.5	-1	-0.3	0	0.5	-0.2	-1	-0.4	-0.3	-0.2	0.7	0.1	-0.5
1749	-0.7	-1.1	-0.3	-0.3	0.2	-0.5	-1.3	-0.1	0.1	-0.1	0.4	0.5	-0.7
1750	-0.2	-1.2	-0.3	-0.1	0.3	-0.2	-1.1	-0.3	-0.3	8.88E-16	0.6	1.4	-0.7
1751	-0.4	-0.5	-0.2	0.2	0.7	0	-1	-4.44E-16	0.1	-0.3	0.7	1	-0.8
1752	0.4	-0.8	-0.9	-0.2	1.5	-0.3	-1.2	0.4	-0.5	-0.2	-8.88E-16	2.3	-1.6
1753	-0.1	-1	-0.1	0	0.2	-0.5	-1.3	-0.1	-0.3	-0.2	0.6	1.7	-0.8
1754	-0.2	-0.6	-0.2	-0.2	8.88E-16	-0.4	-1	0	-0.2	0.4	0.6	2.9	-0.3
1755	-0.3	-0.5	-1.1	-0.6	0.4	-8.88E-16	-2.1	-0.1	-0.5	-0.4	1.1	-1	-1
1756	-0.6	-1.5	-0.4	-0.6	0.2	-0.5	-1.1	-0.5	-0.4	-0.1	0.6	1.2	-0.5
1757	-0.4	-1.3	-0.4	-0.4	1	-0.3	-1	-0.3	0	-0.3	0.6	1.2	-0.4
1758	-0.5	-0.9	-0.4	0.1	0.4	-0.1	-1.2	-0.4	-0.3	-0.2	0.6	1.1	-0.6
1759	-0.4	-1.5	-0.2	-0.4	0.2	-0.5	-1.2	-0.2	-0.1	-0.4	0.8	0.9	-0.9
1760	-1	-0.9	-0.5	-1.8	1.7	-1.1	-1.3	0.7	-0.3	-0.5	1.5	1.6	-0.9
1761	-0.5	-1.1	-0.4	-0.2	0.3	-0.3	-1	-0.4	-0.2	-0.1	0.6	0.7	-0.6
1762	-0.3	-1	-0.5	-0.3	0.2	-0.2	-1.2	0	-0.2	-0.2	0.6	1.3	-0.5
1763	-0.6	-1.2	-0.6	-0.3	0.3	-0.5	-0.9	-0.3	-0.2	-0.1	0.7	1	-0.6
1764	-0.3	-1.2	-0.5	-0.2	0.1	-0.3	-0.7	-0.1	-0.1	4.44E-16	1.1	0.4	-0.3
1765	-0.3	-1.1	-0.1	-0.7	-0.1	-0.7	-0.6	0.1	-0.2	0.5	0.7	0.6	-0.3
1766	-0.1	-1	-0.4	0.3	0.3	-0.3	-0.7	-0.6	-0.3	0.1	0.8	0.2	-0.3
1767	-0.1	-1.1	0.1	-0.9	0.1	-0.3	-1	-0.1	-0.5	0.6	1.2	0.2	-0.1
1768	-0.2	-1	-0.3	0.3	0	-0.3	-0.8	-0.3	-0.1	0.1	0.6	0.5	-0.3
1769	-0.3	-1	-0.4	0	0.3	-0.3	-0.6	-0.5	-0.2	4.44E-16	0.7	0.4	-0.2
1770	-0.1	-1.1	-0.6	0.3	0.1	-0.2	-0.7	-0.3	-0.1	-0.1	0.8	0.4	-0.2
1771	-0.4	-1.2	-0.2	-0.1	0.4	-0.4	-0.4	-0.5	-0.2	0.1	0.5	0.4	-0.3
1772	-0.2	-1	-0.5	0.3	0.3	-0.2	-0.7	-0.6	-0.3	-0.1	0.6	0.6	-0.4
1773	-0.1	-0.9	-0.4	0.2	0.2	-0.4	-0.6	-0.4	-0.1	0.1	0.6	0.1	-0.1
1774	0.3	-1.7	-1.7	0.1	-0.2	0.2	-1.2	1.3	0	0.3	0.9	0.7	-0.3
1775	-0.1	-1	-0.7	0.5	0.3	0.4	-1.1	-0.5	-0.2	-0.5	0.5	0.5	-0.2
1776	-0.2	-1.1	-0.8	0.4	0.3	0.6	-1.1	-0.6	-0.3	-0.3	0.5	0.7	-0.3
1777	-0.1	-1.3	-0.9	0.6	0.2	0.6	-1.2	-0.5	-0.4	-0.2	0.6	0.9	-0.3
1778	-0.3	-2.1	-3.2	-2.1	-1.4	-0.5	-1.2	0.7	1.9	3.1	1.4	4.6	-0.2
1779	0.1	-1.5	-1.7	-8.88E-16	-0.1	0.8	-1.1	-0.8	-0.3	0.1	1.1	1.3	8.88E-16
1780	-0.3	-1.1	-0.8	0.6	0.4	0.6	-1.1	-0.6	-0.3	-0.4	0.4	1	-0.3
1781	-0.2	-1.4	-0.8	0.4	0.3	0.5	-1.1	-0.7	-0.3	-0.2	0.7	1	-0.3
1782	-0.1	-1.1	-0.7	0.6	0.2	0.3	-1	-0.4	-0.3	-0.4	0.4	-0.2	-0.2
1783	0	-1	-0.9	0.4	0.3	0.2	-1	-0.5	-0.2	-0.4	0.8	0.6	-0.3
1784	-0.2	-1.1	-0.6	0.6	0.4	0.3	-1	-0.7	-0.1	-0.5	0.6	1.2	-0.4
1785	-0.1	-1.1	-0.6	0.6	0.3	0.3	-1	-0.6	-0.3	-0.5	0.4	1	-0.2
1786	-0.1	-1.2	-0.8	0.3	0.3	0.4	-1.1	-0.6	0	-0.4	0.6	0.8	-0.3
1787	-0.1	-1.1	-0.6	0.4	0.4	0.1	-1	-0.5	-0.1	-0.4	0.6	0.6	-0.2
1788	0.1	-1.6	-1.2	0.1	0.1	0.2	-1.2	0	-0.1	-0.1	0.8	1.1	-0.1
1789	-0.2	-1.2	-1.1	0.2	0.2	0.7	-1.1	-0.9	-0.3	-0.3	0.6	1.2	-0.2
1790	-0.3	-1.6	-1.2	-0.1	0.4	0.5	-0.7	-0.5	-1	0.6	1	1.8	-0.3
1791	0	-1	-0.7	0.5	0.3	0.2	-1	-0.5	-0.2	-0.4	0.6	0.7	-0.2
1792	-0.1	-1.2	-1.4	0.2	0.2	0.5	-1.1	-0.8	-0.2	-0.2	1.1	1	-0.2
1793	0	-1.3	-0.9	0.4	0.2	0.4	-1.1	-0.4	-0.3	-0.4	0.6	0.9	-0.1
1794	-0.3	-1.4	-1.3	0.1	0.1	1	-0.7	-1.1	-0.7	0.3	0.8	1.3	-0.2
1795	-0.4	-1	-0.4	0.4	1.2	-0.4	-1	-0.6	-0.2	-0.4	0.4	-0.2	-0.2
1796	-0.2	-1.8	-1.1	-0.3	1.3	-0.7	-0.7	-0.3	0.3	0.8	0.5	2.4	-8.88E-16
1797	-0.3	-1	-0.6	0.5	1.4	-0.6	-1.3	-0.3	-0.3	-0.1	0.1	0	0.2
1798	-0.1	-1	-0.5	0.6	1.3	-0.3	-1.1	-0.7	-0.3	-0.2	0.3	1.7	-0.1
1799	-0.4	-1.1	0.3	-0.5	0.1	-0.7	-0.8	0.4	0	0.2	0.1	0.2	-0.1
1800	0	-1.1	-0.5	0.4	1.4	-0.6	-1.1	-0.3	-0.1	-0.3	0.3	0	0.1
1801	0.8	-1.2	-8.88E-16	-0.1	1.3	-0.1	-0.9	-0.7	-0.1	-0.1	0.4	-0.1	0.3
1802	-0.6	-0.9	-0.2	0.3	1	-0.5	-1.4	-0.5	-0.4	8.88E-16	0.6	0.5	-0.1
1803	0	-0.9	-0.3	0.3	1	-0.5	-1	-0.4	-0.2	-0.2	0.3	0.6	0.3
1804	-0.5	-1	-0.7	0.2	1.7	-0.4	-1	-0.6	-0.1	-0.3	0.5	0.1	-0.2
1805	-0.1	-1.2	-0.8	0.3	1.5	-0.2	-0.7	-0.7	-0.5	0.3	0	0.7	-0.3
1806	0	-1.3	-0.2	-0.4	0.6	0.2	-0.7	-0.8	-0.2	1.2	1.2	2	0.1
1807	-0.3	-1.4	-8.88E-16	0.1	0.8	0.1	-1.6	-0.5	-0.4	0.1	0.6	1.1	-0.2
1808	0	-1	-0.4	0.5	1.2	-0.6	-1	-0.3	-0.3	-0.1	0.3	0.5	0.4
1809	-0.1	-1.2	-0.4	-0.2	1	-0.4	-1	-0.5	0.3	0.1	0.4	0.9	0
1810	0.1	-1	-0.6	0.6	1.2	-0.7	-1.1	-0.2	-0.2	-0.1	0.3	0.1	0.2
1811	-2.7	-0.8	0.6	-0.7	-2.5	-0.4	-2.9	-1.2	0.1	4.1	2.2	4.5	-1.5
1812	-0.6	-0.7	-0.5	0.6	1.6	0.1	-1.6	-0.8	-0.4	-0.3	0.5	1.1	-0.3
1813	-2.3	-0.6	-0.4	-0.9	-0.2	-0.1	-1.3	-0.9	0.2	1.2	1.5	-2.2	-0.8
1814	-0.1	-0.9	-0.5	0.5	1.6	-0.6	-1.1	-0.2	-0.2	-0.2	0.2	0.2	0
1815	-0.3	-1	-0.6	0	1.6	-0.4	-0.8	-0.8	-0.2	0.1	0.2	1.2	0
1816	-0.6	-1	-0.6	0.1	0.7	-0.3	-1.1	-0.7	-0.2	0	0.6	1.1	-0.3
1817	-0.2	-0.9	-0.7	0.8	1.7	-0.9	-1.3	-0.3	-0.3	-0.3	0.4	0.6	-8.88E-16
1818	-0.5	-0.9	-0.3	0.4	1.4	-0.3	-1.4	-0.6	-0.5	-0.4	0.4	0	-0.2
1819	-0.2	-1	-0.5	0.4	1.5	-0.3	-1.2	-0.8	-0.5	-0.2	0.5	0.2	-8.88E-16
1820	-0.5	-0.8	-0.6	0.6	1.6	-0.5	-1	-0.8	-0.3	-0.2	0.3	1.5	-0.5
1821	-0.4	-1.1	-0.4	0.3	1.1	-0.4	-0.9	-0.4	-0.3	-0.2	0.4	0.5	-0.1
1822	-0.4	-1.1	-0.5	-0.1	0.4	-0.4	-1.1	-0.5	-0.2	0.3	0.9	4.1	0.1
1823	-0.2	-1	-0.7	0.6	1.4	-0.5	-1	-0.6	-0.2	-0.2	0.4	2.2	-0.1
1824	-0.9	-0.9	0.7	1	-0.7	-0.5	-0.5	-0.8	0	-0.1	0.2	1.4	-0.5
1825	-1.3	-1.2	-0.4	0.1	1.2	-0.3	-0.6	-0.9	-0.3	0	0.3	1.9	-0.3
1826	0.2	-1.1	-0.7	0	1.4	-0.6	-1	-0.3	-0.3	0.2	0.5	0.3	0
1827	-0.2	-1	-0.6	0.6	1.1	-0.2	-1.3	-0.8	-0.3	-0.1	0.5	0.3	-0.1
1828	-0.4	-1.3	-0.7	0.6	0.4	0.1	-0.9	-0.5	-0.3	-0.1	0.5	0.6	-0.6
1829	-0.4	-1.4	-1.1	0	0.5	0	-1	-0.8	-0.2	0.4	1	1.1	-0.8
1830	0.2	-1.4	-1.2	0.2	0.3	0.3	-1.2	-1.2	0.3	0	0.3	0.3	8.88E-16
1831	-0.3	-1.4	-1	0.3	0.4	-0.1	-1	-0.4	-0.4	0.2	0.8	1	-0.6
1832	-0.2	-1.4	-0.7	8.88E-16	0	0	-1	-0.4	-0.3	0.3	1	1.1	-0.6
1833	-0.2	-1.4	-1	0	8.88E-16	0.1	-0.8	-0.6	-0.2	0.1	1	1.1	-0.4
1834	-0.3	-1.5	-0.9	0.1	0.2	-0.1	-1	-0.3	-0.2	0.3	0.9	1.2	-0.8
